line,sentiment,n,paragraph
1030,joy,3,6
1030,trust,2,6
1034,anticipation,1,6
1034,disgust,1,6
1034,joy,1,6
1034,surprise,1,6
1034,trust,1,6
1035,anger,1,6
1035,fear,1,6
1035,sadness,1,6
1038,disgust,1,6
1038,fear,1,6
1038,sadness,1,6
1047,surprise,1,6
1056,anticipation,1,6
1059,trust,1,6
1060,anticipation,2,6
1060,joy,1,6
1060,trust,1,6
1062,fear,1,6
1062,sadness,1,6
1064,anger,1,6
1064,disgust,1,6
1064,joy,1,6
1064,trust,1,6
1067,fear,1,6
1067,sadness,1,6
1069,joy,1,6
1069,trust,1,6
1071,fear,1,6
1071,sadness,1,6
1078,fear,1,6
1078,sadness,1,6
1078,surprise,1,6
1078,trust,1,6
1081,anticipation,1,6
1092,anticipation,1,6
1092,disgust,1,6
1092,fear,1,6
1092,sadness,1,6
1099,anticipation,1,6
1102,anticipation,1,6
1108,anger,1,6
1108,disgust,1,6
1108,sadness,1,6
1110,joy,1,6
1110,trust,1,6
1115,trust,1,6
1122,fear,1,6
1130,trust,1,6
1133,trust,1,6
1134,trust,1,6
1135,anticipation,1,6
1135,joy,1,6
1135,surprise,1,6
1135,trust,1,6
1138,anger,1,6
1138,anticipation,1,6
1138,disgust,1,6
1138,fear,1,6
1138,sadness,1,6
1139,disgust,1,6
1142,anger,1,6
1142,disgust,1,6
1142,fear,1,6
1143,trust,1,6
1144,sadness,1,6
1144,surprise,1,6
1145,anticipation,1,6
1145,joy,1,6
1145,trust,1,6
1148,trust,1,6
1154,anticipation,1,6
1154,joy,1,6
1154,trust,1,6
1155,anger,1,6
1155,anticipation,1,6
1155,disgust,1,6
1155,joy,1,6
1155,surprise,1,6
1155,trust,1,6
1160,trust,1,6
1163,anticipation,1,6
1165,disgust,1,6
1166,anticipation,1,6
1166,fear,1,6
1170,anger,1,6
1170,disgust,1,6
1172,sadness,1,6
1177,fear,1,6
1177,sadness,1,6
1178,trust,1,6
1187,sadness,1,6
1193,anger,1,6
1193,disgust,1,6
1204,trust,1,7
1205,anger,1,7
1205,anticipation,1,7
1206,trust,1,7
1214,anger,1,7
1215,trust,1,7
1216,anticipation,1,7
1218,trust,1,7
1223,trust,1,7
1224,trust,1,7
1230,surprise,1,7
1232,sadness,1,7
1232,surprise,1,7
1234,anger,1,7
1234,disgust,2,7
1234,sadness,1,7
1235,trust,1,7
1247,joy,1,7
1255,trust,1,7
1257,sadness,1,7
1263,anticipation,1,7
1263,trust,1,7
1269,trust,1,7
1270,fear,1,7
1271,anticipation,1,7
1271,trust,1,7
1272,sadness,1,7
1274,joy,1,7
1274,trust,1,7
1276,sadness,1,7
1280,anger,1,7
1280,anticipation,1,7
1280,disgust,1,7
1280,joy,1,7
1280,surprise,1,7
1280,trust,1,7
1282,anticipation,1,7
1282,trust,1,7
1289,anticipation,1,7
1289,disgust,1,7
1289,trust,1,7
1303,joy,1,7
1303,trust,1,7
1321,anticipation,1,7
1321,joy,1,7
1321,sadness,1,7
1321,trust,1,7
1322,anticipation,1,7
1328,disgust,1,7
1328,fear,1,7
1328,sadness,2,7
1328,trust,1,7
1331,disgust,1,7
1331,sadness,1,7
1338,anger,1,7
1338,fear,1,7
1338,sadness,1,7
1339,trust,1,7
1341,sadness,1,7
1341,surprise,1,7
1341,trust,1,7
1342,fear,1,7
1343,surprise,1,7
1345,joy,1,7
1345,trust,1,7
1347,anticipation,1,7
1347,joy,1,7
1347,surprise,1,7
1347,trust,1,7
1348,trust,1,7
1350,anger,1,7
1350,fear,1,7
1354,anticipation,1,7
1354,joy,1,7
1354,trust,1,7
1357,fear,1,7
1361,trust,1,7
1362,anger,2,7
1362,sadness,1,7
1366,fear,1,7
1366,surprise,1,7
1366,trust,1,7
1367,anger,1,7
1367,disgust,1,7
1367,fear,1,7
1367,sadness,1,7
1369,anger,1,7
1369,fear,1,7
1369,sadness,1,7
1373,anticipation,1,7
1373,disgust,1,7
1373,fear,1,7
1373,sadness,1,7
1373,surprise,1,7
1377,anticipation,1,7
1377,joy,1,7
1377,trust,1,7
1380,anticipation,1,7
1384,anger,2,7
1384,disgust,2,7
1384,fear,2,7
1384,sadness,2,7
1385,anger,2,7
1385,anticipation,1,7
1385,disgust,2,7
1385,fear,2,7
1385,sadness,2,7
1385,surprise,1,7
1389,anger,2,7
1390,anger,1,7
1391,trust,1,7
1395,anger,1,7
1395,sadness,1,7
1403,anticipation,2,8
1403,joy,1,8
1403,trust,2,8
1404,anticipation,2,8
1404,fear,1,8
1404,joy,1,8
1404,surprise,1,8
1404,trust,2,8
1405,anticipation,1,8
1405,joy,1,8
1405,surprise,1,8
1405,trust,1,8
1408,disgust,1,8
1408,sadness,1,8
1409,anticipation,1,8
1409,disgust,1,8
1409,fear,1,8
1409,joy,1,8
1409,sadness,1,8
1409,surprise,1,8
1409,trust,1,8
1411,joy,1,8
1411,trust,1,8
1417,sadness,1,8
1419,sadness,1,8
1420,joy,1,8
1420,trust,1,8
1427,trust,1,8
1431,joy,1,8
1431,trust,1,8
1434,disgust,1,8
1444,anticipation,1,8
1448,trust,1,8
1449,anticipation,1,8
1455,anger,1,8
1457,anticipation,2,8
1457,joy,1,8
1457,trust,1,8
1466,anticipation,1,8
1467,trust,1,8
1468,trust,1,8
1470,anticipation,1,8
1470,fear,1,8
1470,trust,1,8
1471,anger,1,8
1471,fear,1,8
1471,sadness,1,8
1476,trust,1,8
1481,surprise,1,8
1485,anger,1,8
1489,trust,1,8
1490,joy,1,8
1490,trust,1,8
1493,anticipation,1,8
1495,anticipation,1,8
1506,sadness,1,8
1510,anger,1,8
1510,disgust,1,8
1513,fear,1,8
1517,anger,1,8
1517,anticipation,1,8
1517,disgust,1,8
1517,joy,1,8
1517,surprise,1,8
1517,trust,1,8
1535,trust,1,8
1536,anticipation,1,8
1536,fear,1,8
1536,joy,1,8
1536,trust,2,8
1537,sadness,1,8
1544,joy,1,8
1544,surprise,1,8
1559,sadness,1,8
1560,anticipation,1,8
1560,joy,2,8
1560,sadness,1,8
1563,fear,1,8
1563,sadness,2,8
1564,joy,1,8
1564,sadness,1,8
1568,fear,1,8
1568,joy,1,8
1568,sadness,1,8
1572,fear,1,8
1572,sadness,1,8
1573,anticipation,2,8
1573,joy,2,8
1573,sadness,1,8
1573,trust,1,8
1576,anticipation,1,8
1576,fear,1,8
1576,sadness,1,8
1577,anticipation,1,8
1579,anticipation,1,8
1579,disgust,1,8
1579,fear,1,8
1579,joy,1,8
1579,sadness,1,8
1579,surprise,1,8
1579,trust,1,8
1580,anger,1,8
1580,disgust,1,8
1580,trust,1,8
1581,trust,1,8
1585,anticipation,1,8
1591,sadness,1,8
1592,trust,2,8
1595,joy,1,8
1595,sadness,1,8
1595,trust,2,8
1596,trust,1,8
1598,trust,1,8
1599,trust,1,8
1601,trust,1,9
1602,anger,1,9
1602,anticipation,1,9
1602,disgust,1,9
1602,fear,1,9
1602,sadness,1,9
1609,anger,1,9
1609,disgust,1,9
1609,sadness,1,9
1611,trust,1,9
1613,trust,1,9
1618,anticipation,1,9
1618,joy,1,9
1618,trust,2,9
1619,anger,1,9
1622,trust,1,9
1623,trust,1,9
1624,anger,1,9
1627,anticipation,1,9
1627,surprise,1,9
1628,trust,1,9
1630,trust,1,9
1631,anticipation,2,9
1631,joy,1,9
1631,trust,3,9
1632,trust,1,9
1633,trust,1,9
1635,joy,1,9
1635,sadness,1,9
1648,anger,2,9
1658,sadness,1,9
1667,anger,1,9
1667,disgust,1,9
1667,joy,1,9
1667,trust,1,9
1672,anticipation,1,9
1672,joy,1,9
1672,trust,1,9
1673,anticipation,1,9
1673,disgust,1,9
1673,joy,1,9
1673,surprise,1,9
1673,trust,2,9
1685,surprise,1,9
1686,anger,1,9
1686,disgust,1,9
1686,surprise,1,9
1687,trust,1,9
1688,disgust,1,9
1688,sadness,1,9
1695,trust,1,9
1698,trust,1,9
1699,anger,2,9
1699,anticipation,1,9
1699,disgust,2,9
1699,fear,1,9
1699,sadness,2,9
1699,surprise,1,9
1706,disgust,1,9
1706,trust,1,9
1708,anger,1,9
1708,fear,1,9
1708,sadness,1,9
1708,surprise,1,9
1714,disgust,1,9
1714,joy,2,9
1714,trust,1,9
1717,joy,1,9
1717,trust,1,9
1726,anger,1,9
1726,fear,1,9
1726,sadness,1,9
1727,disgust,1,9
1727,trust,1,9
1728,anger,1,9
1728,fear,1,9
1735,joy,1,9
1735,trust,1,9
1742,anger,1,9
1742,fear,1,9
1742,sadness,1,9
1742,surprise,1,9
1743,anger,1,9
1743,disgust,1,9
1743,fear,1,9
1743,sadness,1,9
1751,fear,1,9
1751,sadness,1,9
1754,sadness,1,9
1755,joy,1,9
1756,anticipation,1,9
1757,anticipation,1,9
1757,joy,1,9
1757,trust,1,9
1767,surprise,1,9
1769,anger,1,9
1769,fear,1,9
1769,sadness,1,9
1769,surprise,1,9
1775,disgust,1,9
1775,fear,1,9
1778,trust,1,9
1788,trust,1,9
1794,fear,1,9
1794,sadness,1,9
1795,anger,1,9
1795,fear,1,9
1795,sadness,1,9
1795,surprise,1,9
1805,sadness,1,10
1816,anticipation,1,10
1820,trust,1,10
1837,disgust,1,10
1837,fear,1,10
1839,anger,1,10
1839,sadness,1,10
1840,joy,1,10
1840,trust,1,10
1841,anger,1,10
1841,anticipation,1,10
1841,trust,2,10
1845,disgust,1,10
1845,fear,1,10
1845,sadness,1,10
1850,trust,1,10
1858,anticipation,1,10
1862,anticipation,1,10
1862,joy,1,10
1862,trust,1,10
1865,anger,1,10
1865,fear,1,10
1865,sadness,1,10
1869,fear,1,10
1876,anger,1,10
1876,disgust,1,10
1876,fear,1,10
1876,sadness,1,10
1876,surprise,1,10
1878,anticipation,1,10
1878,joy,1,10
1883,trust,1,10
1884,anticipation,1,10
1884,joy,1,10
1884,trust,1,10
1888,anticipation,1,10
1888,joy,1,10
1888,surprise,1,10
1891,anticipation,1,10
1891,sadness,1,10
1891,trust,1,10
1892,trust,1,10
1893,disgust,1,10
1898,anger,1,10
1898,anticipation,2,10
1898,fear,1,10
1898,joy,2,10
1898,trust,2,10
1899,anger,1,10
1899,fear,1,10
1907,anticipation,1,10
1907,joy,1,10
1907,surprise,1,10
1909,sadness,1,10
1913,anticipation,2,10
1913,fear,2,10
1913,joy,2,10
1913,trust,2,10
1918,joy,1,10
1918,trust,1,10
1924,trust,1,10
1925,surprise,1,10
1926,anticipation,1,10
1926,joy,1,10
1926,trust,1,10
1929,anger,1,10
1929,fear,1,10
1929,surprise,1,10
1940,anger,1,10
1940,disgust,1,10
1940,fear,1,10
1940,surprise,1,10
1941,anger,1,10
1941,fear,1,10
1943,anger,1,10
1943,disgust,1,10
1943,fear,1,10
1943,sadness,1,10
1944,anger,1,10
1944,fear,1,10
1947,anticipation,1,10
1947,joy,1,10
1947,surprise,1,10
1947,trust,1,10
1949,trust,1,10
1950,anticipation,1,10
1950,joy,1,10
1950,surprise,1,10
1950,trust,1,10
1955,anticipation,2,10
1955,joy,2,10
1955,surprise,1,10
1955,trust,1,10
1959,fear,1,10
1959,sadness,1,10
1959,trust,1,10
1960,anticipation,1,10
1964,fear,1,10
1964,trust,1,10
1965,fear,1,10
1965,sadness,1,10
1967,anger,1,10
1967,anticipation,1,10
1967,disgust,1,10
1967,fear,1,10
1967,sadness,1,10
1969,joy,1,10
1972,surprise,1,10
1981,fear,1,10
1985,trust,1,10
1986,anticipation,1,10
1986,fear,1,10
1986,sadness,1,10
1986,surprise,1,10
1988,anticipation,1,10
1988,fear,1,10
1988,sadness,1,10
1988,trust,1,10
1992,sadness,1,10
1996,joy,1,10
2006,disgust,1,11
2015,surprise,1,11
2017,sadness,1,11
2022,anger,1,11
2022,disgust,1,11
2022,fear,1,11
2022,sadness,1,11
2025,anticipation,1,11
2027,anger,1,11
2027,fear,1,11
2027,sadness,1,11
2027,surprise,1,11
2034,anticipation,1,11
2034,joy,1,11
2034,surprise,1,11
2034,trust,1,11
2039,anticipation,1,11
2048,anticipation,1,11
2048,joy,1,11
2050,anticipation,1,11
2050,surprise,1,11
2050,trust,1,11
2055,fear,1,11
2055,trust,1,11
2056,fear,2,11
2057,fear,1,11
2062,surprise,1,11
2062,trust,1,11
2063,anticipation,1,11
2065,disgust,1,11
2065,fear,1,11
2065,joy,1,11
2065,trust,1,11
2071,anticipation,1,11
2071,disgust,2,11
2071,joy,1,11
2071,surprise,1,11
2071,trust,1,11
2074,anticipation,1,11
2078,anticipation,1,11
2081,sadness,1,11
2084,trust,1,11
2085,anticipation,1,11
2085,joy,1,11
2085,surprise,1,11
2091,trust,1,11
2099,anger,1,11
2099,disgust,1,11
2099,fear,1,11
2099,sadness,1,11
2105,anticipation,1,11
2105,disgust,1,11
2105,joy,1,11
2105,surprise,1,11
2105,trust,1,11
2109,joy,1,11
2109,trust,1,11
2110,anger,1,11
2110,fear,1,11
2123,anger,1,11
2123,fear,1,11
2123,sadness,1,11
2123,surprise,1,11
2124,anger,1,11
2124,fear,1,11
2124,sadness,1,11
2131,disgust,1,11
2131,fear,1,11
2136,trust,1,11
2141,joy,2,11
2154,trust,1,11
2161,anger,1,11
2161,disgust,1,11
2161,fear,1,11
2161,joy,1,11
2161,sadness,1,11
2161,surprise,1,11
2161,trust,1,11
2162,anticipation,1,11
2162,fear,1,11
2162,joy,1,11
2162,trust,1,11
2168,anger,1,11
2168,disgust,1,11
2168,fear,1,11
2168,sadness,1,11
2169,anticipation,1,11
2172,anticipation,1,11
2172,fear,1,11
2172,joy,1,11
2172,surprise,1,11
2172,trust,1,11
2175,anger,1,11
2175,fear,1,11
2175,sadness,1,11
2185,fear,2,11
2185,sadness,1,11
2185,trust,1,11
2188,anger,1,11
2188,fear,1,11
2188,sadness,1,11
2188,surprise,1,11
2189,fear,1,11
2189,trust,1,11
2191,trust,1,11
2192,anger,1,11
2195,fear,1,11
2202,fear,1,12
2212,surprise,1,12
2213,trust,1,12
2220,anticipation,1,12
2225,surprise,1,12
2226,anticipation,1,12
2226,joy,1,12
2227,anticipation,1,12
2227,joy,1,12
2230,anticipation,1,12
2232,anticipation,1,12
2232,fear,1,12
2233,anticipation,1,12
2235,anticipation,1,12
2235,disgust,1,12
2235,joy,1,12
2235,surprise,1,12
2235,trust,1,12
2236,anticipation,1,12
2236,joy,1,12
2238,anticipation,1,12
2239,anticipation,1,12
2239,joy,1,12
2239,surprise,1,12
2239,trust,1,12
2243,anger,1,12
2243,fear,1,12
2243,sadness,1,12
2250,anticipation,1,12
2251,anticipation,1,12
2251,trust,1,12
2257,anticipation,2,12
2257,disgust,1,12
2257,fear,1,12
2257,joy,1,12
2257,sadness,1,12
2257,surprise,1,12
2257,trust,1,12
2264,surprise,1,12
2266,anticipation,1,12
2266,joy,1,12
2266,sadness,1,12
2266,trust,1,12
2268,sadness,1,12
2270,fear,1,12
2270,sadness,1,12
2274,anger,1,12
2274,fear,1,12
2276,anger,1,12
2278,trust,1,12
2279,disgust,1,12
2287,anticipation,1,12
2287,fear,1,12
2287,sadness,1,12
2287,trust,1,12
2288,anticipation,1,12
2288,joy,1,12
2288,trust,1,12
2290,anticipation,1,12
2293,trust,1,12
2296,anticipation,1,12
2302,anticipation,1,12
2302,joy,1,12
2303,disgust,1,12
2303,sadness,1,12
2305,trust,1,12
2311,anger,1,12
2312,anger,1,12
2312,disgust,1,12
2317,anger,1,12
2317,disgust,1,12
2317,fear,1,12
2318,anger,1,12
2318,anticipation,1,12
2322,trust,1,12
2323,trust,1,12
2328,trust,1,12
2342,anticipation,1,12
2342,fear,1,12
2342,joy,1,12
2342,trust,1,12
2357,anticipation,1,12
2364,anticipation,1,12
2367,anticipation,1,12
2367,joy,1,12
2367,surprise,1,12
2372,anticipation,1,12
2372,joy,1,12
2372,trust,1,12
2374,fear,1,12
2374,sadness,1,12
2374,trust,1,12
2382,fear,1,12
2382,sadness,2,12
2382,surprise,1,12
2382,trust,1,12
2386,joy,1,12
2387,anticipation,1,12
2387,fear,1,12
2387,joy,1,12
2388,fear,1,12
2388,trust,1,12
2390,anticipation,1,12
2390,disgust,1,12
2390,fear,1,12
2390,joy,1,12
