line,sentiment,n,paragraph
768,trust,1,4
770,anticipation,1,4
787,anger,1,4
787,fear,1,4
787,sadness,2,4
788,anger,2,4
788,anticipation,1,4
788,fear,1,4
788,joy,1,4
788,surprise,1,4
788,trust,1,4
790,anticipation,1,4
790,disgust,1,4
790,joy,1,4
790,surprise,1,4
790,trust,1,4
794,anticipation,1,4
794,joy,1,4
794,surprise,1,4
794,trust,2,4
798,anticipation,1,4
798,joy,1,4
798,surprise,1,4
798,trust,1,4
804,anticipation,1,5
804,joy,1,5
804,surprise,1,5
804,trust,2,5
807,anticipation,1,5
807,joy,1,5
807,surprise,1,5
807,trust,1,5
809,anticipation,1,5
809,fear,1,5
809,joy,1,5
809,sadness,1,5
809,surprise,1,5
809,trust,1,5
810,anger,2,5
810,disgust,1,5
810,fear,1,5
810,sadness,2,5
810,surprise,1,5
811,disgust,1,5
811,sadness,1,5
813,anticipation,1,5
813,joy,1,5
813,surprise,1,5
813,trust,1,5
816,anticipation,1,5
816,joy,1,5
816,surprise,1,5
816,trust,1,5
818,anticipation,1,5
818,joy,1,5
818,surprise,1,5
818,trust,1,5
821,anticipation,1,5
821,joy,1,5
821,surprise,1,5
821,trust,1,5
822,surprise,1,5
823,anticipation,1,5
823,joy,1,5
823,surprise,1,5
823,trust,1,5
825,anticipation,1,5
825,joy,1,5
825,surprise,1,5
825,trust,1,5
828,anticipation,1,5
828,joy,1,5
828,surprise,1,5
828,trust,1,5
838,anticipation,1,5
838,trust,1,5
842,trust,1,5
845,fear,1,5
845,sadness,1,5
846,trust,1,5
848,sadness,1,5
849,anticipation,1,5
855,sadness,1,5
868,anger,1,5
868,anticipation,1,5
868,disgust,1,5
868,fear,1,5
868,joy,1,5
868,sadness,1,5
868,surprise,1,5
868,trust,1,5
873,trust,1,5
885,disgust,1,5
885,sadness,1,5
893,anticipation,1,5
894,fear,1,5
895,anticipation,1,5
896,surprise,2,5
899,sadness,1,5
902,anger,1,5
902,fear,1,5
906,anticipation,1,5
910,anger,1,5
910,fear,1,5
912,fear,1,5
918,fear,1,5
920,anger,2,5
920,anticipation,1,5
920,disgust,1,5
920,fear,2,5
920,joy,1,5
920,sadness,1,5
920,surprise,1,5
920,trust,1,5
927,fear,1,5
929,anger,1,5
929,disgust,1,5
947,trust,1,5
950,anticipation,1,5
955,anticipation,1,5
968,anger,2,5
968,anticipation,2,5
968,joy,1,5
968,surprise,1,5
968,trust,1,5
973,anger,1,5
973,anticipation,1,5
973,joy,1,5
973,surprise,1,5
973,trust,1,5
978,surprise,1,5
990,sadness,1,5
1012,anger,1,6
1012,disgust,1,6
1012,fear,1,6
1012,sadness,1,6
1012,trust,1,6
1013,surprise,1,6
1018,anger,1,6
1018,disgust,1,6
1018,fear,1,6
1018,joy,1,6
1018,sadness,1,6
1018,trust,1,6
1019,trust,1,6
1024,sadness,1,6
1025,anticipation,1,6
1026,anger,1,6
1036,anticipation,1,6
1061,anticipation,1,6
1061,joy,1,6
1061,trust,1,6
1074,joy,1,6
1086,anticipation,1,6
1086,joy,1,6
1086,trust,2,6
1088,anger,1,6
1088,anticipation,1,6
1088,fear,1,6
1088,sadness,1,6
1089,disgust,1,6
1089,sadness,1,6
1090,disgust,1,6
1090,sadness,1,6
1091,surprise,1,6
1092,joy,1,6
1092,surprise,1,6
1096,trust,1,6
1097,anticipation,1,6
1113,anger,1,6
1113,fear,1,6
1114,anger,1,6
1117,fear,1,6
1117,trust,1,6
1118,anticipation,1,6
1122,anger,1,6
1122,fear,1,6
1122,sadness,1,6
1122,surprise,1,6
1126,sadness,1,6
1127,anticipation,1,6
1127,fear,1,6
1127,sadness,1,6
1131,anger,1,6
1131,anticipation,1,6
1131,fear,1,6
1131,trust,1,6
1133,anticipation,1,6
1133,fear,1,6
1137,sadness,1,6
1141,sadness,1,6
1143,anticipation,1,6
1143,fear,1,6
1144,fear,1,6
1149,anger,1,6
1149,anticipation,1,6
1149,fear,1,6
1149,sadness,1,6
1151,anger,1,6
1161,joy,1,6
1161,sadness,1,6
1162,anticipation,1,6
1162,joy,1,6
1162,sadness,1,6
1167,sadness,1,6
1171,sadness,1,6
1172,anger,1,6
1172,disgust,2,6
1172,fear,1,6
1172,sadness,3,6
1177,anger,1,6
1180,anger,1,6
1180,disgust,1,6
1180,fear,1,6
1180,sadness,1,6
1183,fear,1,6
1183,surprise,2,6
1184,anger,1,6
1184,anticipation,1,6
1184,fear,1,6
1184,sadness,1,6
1184,surprise,1,6
1192,sadness,1,6
1192,surprise,1,6
1195,anticipation,1,6
1198,anger,1,6
1198,fear,1,6
1205,sadness,1,7
1211,anger,1,7
1211,anticipation,1,7
1211,fear,1,7
1211,joy,1,7
1211,trust,1,7
1214,trust,1,7
1224,anger,1,7
1225,anticipation,1,7
1225,joy,1,7
1225,surprise,1,7
1228,disgust,1,7
1229,anticipation,1,7
1229,fear,1,7
1229,sadness,1,7
1229,trust,1,7
1233,anticipation,1,7
1233,surprise,1,7
1235,trust,1,7
1237,anger,1,7
1241,anger,1,7
1241,disgust,1,7
1241,fear,1,7
1251,anger,1,7
1259,anticipation,1,7
1261,fear,1,7
1261,sadness,1,7
1284,anger,1,7
1284,sadness,1,7
1298,anger,1,7
1303,trust,1,7
1309,anger,1,7
1309,disgust,1,7
1309,fear,1,7
1309,sadness,1,7
1311,sadness,1,7
1313,joy,1,7
1313,surprise,1,7
1313,trust,1,7
1319,sadness,1,7
1322,disgust,1,7
1347,surprise,1,7
1360,fear,1,7
1360,joy,1,7
1360,sadness,1,7
1360,surprise,1,7
1367,anticipation,1,7
1368,anger,1,7
1368,fear,1,7
1368,sadness,1,7
1368,surprise,1,7
1371,joy,1,7
1371,trust,1,7
1380,trust,1,7
1402,trust,1,8
1408,sadness,1,8
1408,surprise,1,8
1442,anticipation,1,8
1442,joy,1,8
1443,anger,1,8
1443,disgust,1,8
1443,fear,1,8
1443,sadness,1,8
1448,anger,1,8
1448,disgust,1,8
1448,fear,2,8
1448,sadness,1,8
1450,anticipation,1,8
1454,joy,1,8
1454,surprise,1,8
1458,anger,1,8
1458,anticipation,1,8
1458,joy,1,8
1458,surprise,1,8
1458,trust,1,8
1459,fear,1,8
1459,sadness,1,8
1460,fear,1,8
1462,trust,1,8
1467,anticipation,1,8
1468,anger,1,8
1468,disgust,1,8
1468,fear,1,8
1468,sadness,2,8
1468,surprise,2,8
1469,anger,1,8
1472,anger,1,8
1472,disgust,1,8
1472,fear,1,8
1472,sadness,1,8
1473,anticipation,1,8
1475,anticipation,1,8
1480,disgust,1,8
1484,anticipation,1,8
1484,joy,1,8
1484,surprise,1,8
1484,trust,1,8
1485,anticipation,1,8
1485,joy,1,8
1485,surprise,1,8
1485,trust,1,8
1487,anticipation,1,8
1487,joy,1,8
1487,sadness,1,8
1487,trust,1,8
1489,joy,1,8
1489,sadness,1,8
1492,anticipation,1,8
1492,fear,1,8
1492,joy,1,8
1492,sadness,1,8
1492,trust,1,8
1493,anger,1,8
1493,anticipation,1,8
1493,disgust,1,8
1493,fear,1,8
1493,sadness,1,8
1495,anger,1,8
1495,fear,1,8
1496,anticipation,1,8
1496,fear,1,8
1496,joy,1,8
1496,sadness,1,8
1496,trust,1,8
1497,anger,1,8
1497,disgust,1,8
1497,fear,1,8
1497,sadness,1,8
1500,anger,2,8
1500,disgust,2,8
1500,fear,2,8
1500,sadness,1,8
1501,disgust,1,8
1505,disgust,1,8
1506,joy,1,8
1506,trust,1,8
1508,disgust,1,8
1509,disgust,1,8
1511,anger,1,8
1511,fear,1,8
1511,sadness,1,8
1512,disgust,1,8
1512,fear,1,8
1512,sadness,1,8
1515,anger,1,8
1515,disgust,1,8
1515,fear,1,8
1515,sadness,1,8
1515,surprise,1,8
1516,sadness,1,8
1517,sadness,1,8
1522,anticipation,1,8
1522,sadness,1,8
1530,anticipation,1,8
1533,anger,1,8
1533,disgust,1,8
1533,fear,2,8
1533,sadness,2,8
1533,surprise,1,8
1538,anticipation,1,8
1538,joy,1,8
1538,sadness,1,8
1538,trust,1,8
1539,joy,1,8
1539,sadness,1,8
1539,surprise,1,8
1540,anticipation,1,8
1552,sadness,1,8
1552,trust,1,8
1554,anticipation,1,8
1554,fear,1,8
1554,sadness,1,8
1555,joy,1,8
1555,surprise,1,8
1555,trust,1,8
1560,joy,1,8
1560,trust,1,8
1561,anger,1,8
1561,disgust,1,8
1561,fear,1,8
1562,anger,1,8
1562,disgust,1,8
1562,fear,1,8
1566,sadness,1,8
1567,joy,1,8
1568,sadness,1,8
1576,joy,1,8
1576,surprise,1,8
1576,trust,1,8
1581,fear,1,8
1581,sadness,1,8
1584,fear,1,8
1584,sadness,1,8
1593,anger,1,8
1593,disgust,1,8
1593,fear,1,8
1593,joy,1,8
1594,anger,1,8
1594,disgust,1,8
1594,fear,1,8
1594,sadness,1,8
1594,surprise,1,8
1595,anger,1,8
1595,fear,1,8
1595,sadness,1,8
1595,surprise,1,8
1602,anger,1,9
1602,fear,1,9
1602,sadness,1,9
1602,surprise,1,9
1605,anticipation,1,9
1605,disgust,1,9
1605,joy,1,9
1605,surprise,1,9
1605,trust,1,9
1609,anticipation,1,9
1613,anger,1,9
1613,sadness,1,9
1623,disgust,1,9
1628,joy,1,9
1629,surprise,1,9
1630,anger,1,9
1630,disgust,1,9
1630,fear,1,9
1630,sadness,1,9
1638,anger,1,9
1638,anticipation,1,9
1638,fear,1,9
1638,joy,1,9
1638,sadness,1,9
1639,sadness,1,9
1642,joy,1,9
1653,sadness,1,9
1654,anger,1,9
1654,sadness,1,9
1656,joy,1,9
1658,joy,1,9
1659,anticipation,1,9
1659,joy,1,9
1660,trust,1,9
1663,anticipation,1,9
1670,anticipation,1,9
1670,joy,1,9
1670,sadness,1,9
1670,trust,1,9
1677,anger,1,9
1677,fear,1,9
1677,sadness,1,9
1678,anticipation,1,9
1678,joy,2,9
1678,sadness,1,9
1678,trust,2,9
1679,joy,1,9
1683,anticipation,1,9
1683,joy,1,9
1683,trust,1,9
1686,anger,1,9
1686,anticipation,1,9
1686,trust,1,9
1688,joy,1,9
1688,surprise,1,9
1688,trust,1,9
1700,surprise,1,9
1704,anger,1,9
1704,fear,1,9
1721,fear,1,9
1725,joy,1,9
1725,surprise,1,9
1728,anger,1,9
1728,disgust,1,9
1728,sadness,1,9
1730,anger,1,9
1730,disgust,1,9
1730,fear,1,9
1730,sadness,1,9
1731,sadness,1,9
1731,surprise,1,9
1732,joy,1,9
1732,surprise,1,9
1732,trust,1,9
1733,anger,1,9
1733,fear,1,9
1733,sadness,1,9
1733,surprise,1,9
1734,fear,1,9
1734,sadness,1,9
1736,anger,1,9
1736,disgust,1,9
1736,fear,1,9
1736,sadness,1,9
1740,anger,1,9
1740,disgust,1,9
1740,fear,1,9
1740,sadness,1,9
1748,anticipation,1,9
1748,joy,1,9
1748,sadness,1,9
1748,trust,1,9
1757,anger,1,9
1757,fear,1,9
1757,sadness,1,9
1758,anticipation,1,9
1758,joy,1,9
1758,sadness,1,9
1758,trust,1,9
1765,anticipation,1,9
1765,joy,1,9
1765,trust,1,9
1767,disgust,1,9
1767,trust,1,9
1775,sadness,1,9
1777,fear,1,9
1778,fear,1,9
1778,sadness,1,9
1779,joy,1,9
1780,anger,1,9
1780,disgust,1,9
1780,fear,1,9
1780,sadness,1,9
1781,anger,2,9
1781,disgust,2,9
1781,fear,2,9
1781,sadness,2,9
1782,anger,1,9
1782,disgust,1,9
1782,fear,2,9
1782,sadness,2,9
1788,anger,1,9
1788,disgust,1,9
1788,fear,1,9
1788,sadness,1,9
1796,anger,1,9
1796,disgust,1,9
1796,sadness,1,9
1798,anger,1,9
1798,disgust,1,9
1798,fear,1,9
1798,sadness,1,9
1799,anger,1,9
1799,fear,1,9
1799,sadness,1,9
1802,anger,1,10
1802,disgust,1,10
1802,fear,1,10
1802,joy,1,10
1802,sadness,1,10
1803,anticipation,1,10
1803,joy,1,10
1803,sadness,1,10
1803,trust,1,10
1811,anger,1,10
1811,fear,1,10
1811,sadness,1,10
1815,trust,1,10
1816,anger,1,10
1816,fear,1,10
1816,sadness,1,10
1816,surprise,1,10
1818,fear,1,10
1818,sadness,1,10
1819,anger,1,10
1819,fear,1,10
1819,sadness,1,10
1822,anger,1,10
1822,disgust,1,10
1822,fear,1,10
1822,sadness,1,10
1828,anger,1,10
1828,fear,1,10
1829,anger,1,10
1829,anticipation,1,10
1829,fear,1,10
1829,joy,1,10
1829,surprise,1,10
1830,anger,1,10
1830,disgust,1,10
1830,fear,1,10
1830,sadness,1,10
1831,anger,1,10
1831,disgust,1,10
1831,fear,1,10
1831,sadness,1,10
1835,trust,1,10
1836,anticipation,1,10
1849,anticipation,1,10
1859,sadness,1,10
1868,anticipation,1,10
1871,anticipation,1,10
1871,joy,1,10
1871,surprise,1,10
1871,trust,1,10
1874,fear,1,10
1874,sadness,1,10
1891,disgust,1,10
1892,trust,1,10
1893,joy,1,10
1893,trust,1,10
1901,anticipation,1,10
1901,joy,1,10
1901,sadness,1,10
1901,trust,1,10
1902,anger,1,10
1904,fear,2,10
1904,sadness,1,10
1905,anger,1,10
1905,fear,1,10
1905,sadness,1,10
1908,anger,1,10
1908,disgust,1,10
1908,fear,1,10
1908,sadness,1,10
1908,trust,1,10
1912,anticipation,1,10
1937,anger,2,10
1937,fear,1,10
1937,sadness,1,10
1940,anger,1,10
1940,sadness,1,10
1953,sadness,2,10
1956,sadness,1,10
1962,anticipation,1,10
1963,anger,2,10
1963,anticipation,1,10
1963,joy,1,10
1963,surprise,1,10
1963,trust,1,10
1965,anticipation,1,10
1965,trust,1,10
1971,sadness,1,10
1973,anticipation,1,10
1973,trust,1,10
1974,anticipation,1,10
1974,joy,1,10
1976,disgust,2,10
1981,anticipation,1,10
1981,fear,1,10
1983,anticipation,1,10
1983,fear,1,10
1983,sadness,1,10
1988,sadness,1,10
1989,anticipation,1,10
1989,joy,1,10
1989,trust,1,10
1991,surprise,1,10
1996,anger,1,10
1996,disgust,1,10
1996,fear,1,10
1996,sadness,1,10
1996,surprise,1,10
1997,anger,1,10
1997,disgust,2,10
1997,fear,1,10
1997,sadness,2,10
1998,anger,1,10
1998,fear,1,10
1998,sadness,1,10
1998,surprise,1,10
2004,anger,3,11
2004,anticipation,1,11
2004,disgust,2,11
2004,fear,2,11
2004,sadness,1,11
2007,joy,1,11
2008,surprise,1,11
2009,anger,1,11
2009,disgust,1,11
2009,fear,1,11
2009,sadness,1,11
2010,anger,1,11
2010,fear,1,11
2010,surprise,1,11
2011,fear,1,11
2011,surprise,1,11
2017,anger,1,11
2017,disgust,1,11
2019,anger,1,11
2019,disgust,1,11
2020,anticipation,1,11
2020,sadness,1,11
2023,disgust,1,11
2029,anticipation,1,11
2029,fear,1,11
2029,sadness,1,11
2032,anticipation,2,11
2032,fear,1,11
2032,joy,2,11
2032,sadness,1,11
2032,trust,2,11
2033,anticipation,1,11
2033,joy,1,11
2033,sadness,1,11
2033,trust,1,11
2040,anticipation,1,11
2041,anger,1,11
2041,fear,2,11
2052,anger,1,11
2052,fear,1,11
2052,sadness,1,11
2052,surprise,1,11
2057,anger,1,11
2057,fear,1,11
2057,sadness,1,11
2057,surprise,1,11
2058,anger,1,11
2058,disgust,1,11
2061,anticipation,1,11
2061,joy,1,11
2061,trust,1,11
2072,anticipation,1,11
2076,fear,1,11
2083,trust,1,11
2101,anger,1,11
2101,fear,1,11
2101,sadness,1,11
2101,surprise,1,11
2103,disgust,1,11
2103,joy,1,11
2110,fear,1,11
2110,trust,1,11
2112,anticipation,1,11
2112,disgust,1,11
2112,joy,1,11
2112,surprise,1,11
2112,trust,1,11
2118,anger,1,11
2118,disgust,1,11
2118,surprise,1,11
2123,fear,1,11
2124,anticipation,1,11
2149,anticipation,1,11
2149,disgust,1,11
2149,joy,2,11
2149,surprise,1,11
2149,trust,1,11
2154,trust,1,11
2158,surprise,1,11
2169,disgust,1,11
2170,fear,1,11
2170,sadness,1,11
2177,disgust,1,11
2177,fear,1,11
2179,disgust,1,11
2179,fear,1,11
2180,anger,1,11
2180,disgust,1,11
2180,sadness,1,11
2181,disgust,1,11
2181,fear,1,11
2183,disgust,1,11
2183,fear,1,11
2185,fear,1,11
2185,sadness,1,11
2185,surprise,1,11
2186,disgust,1,11
2186,fear,1,11
2186,surprise,1,11
2189,fear,1,11
2194,sadness,1,11
2196,sadness,1,11
2200,disgust,2,12
2200,fear,2,12
2200,sadness,1,12
2201,disgust,1,12
2203,fear,1,12
2204,anticipation,1,12
2204,disgust,1,12
2204,joy,1,12
2204,surprise,1,12
2204,trust,1,12
2205,fear,1,12
2205,surprise,1,12
2208,disgust,1,12
2208,fear,1,12
2208,trust,2,12
2212,trust,1,12
2213,trust,1,12
2215,anticipation,1,12
2215,joy,1,12
2215,surprise,1,12
2215,trust,1,12
2216,anger,1,12
2216,disgust,1,12
2216,trust,1,12
2219,anger,1,12
2219,fear,1,12
2219,sadness,1,12
2219,surprise,1,12
2222,sadness,1,12
2224,anticipation,1,12
2233,anger,1,12
2233,disgust,1,12
2242,anger,1,12
2242,fear,1,12
2242,sadness,1,12
2242,surprise,1,12
2243,anticipation,1,12
2248,anticipation,1,12
2249,anticipation,1,12
2250,trust,1,12
2251,anticipation,1,12
2252,anticipation,1,12
2254,surprise,1,12
2256,anger,1,12
2256,anticipation,1,12
2256,disgust,1,12
2256,joy,1,12
2256,sadness,1,12
2256,trust,1,12
2260,disgust,1,12
2262,anticipation,1,12
2262,trust,1,12
2268,fear,1,12
2268,sadness,1,12
2271,anger,1,12
2271,anticipation,1,12
2271,disgust,1,12
2271,fear,1,12
2271,sadness,1,12
